Co-op/Regular,Degree Career,Degree Convocation,Degree Level,Degree Type,Degree Year,Faculty Group,First/All majors,Program Grouping,Visa Status,Number of Degrees
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,MATH,First majors,Mathematical Studies,Canadian Permanent Resident,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,MATH,First majors,Mathematical Studies,Canadian,3
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,MATH,First majors,Mathematics/Business Administration,International,5
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,MATH,First majors,Mathematics/Business Administration,Canadian Permanent Resident,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,MATH,First majors,Mathematics/Business Administration,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,MATH,First majors,Pure Mathematics,Canadian Permanent Resident,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,MATH,First majors,Pure Mathematics,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,MATH,First majors,Statistics,International,6
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,MATH,First majors,Statistics,Canadian Permanent Resident,5
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,MATH,First majors,Statistics,Canadian,5
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,MATH,Secondary majors,Actuarial Science,International,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,MATH,Secondary majors,Actuarial Science,Canadian Permanent Resident,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,MATH,Secondary majors,Applied Mathematics,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,MATH,Secondary majors,Combinatorics and Optimization,International,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,MATH,Secondary majors,Combinatorics and Optimization,Canadian Permanent Resident,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,MATH,Secondary majors,Combinatorics and Optimization,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,MATH,Secondary majors,Computational Mathematics,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,MATH,Secondary majors,Financial Analysis and Risk Management,International,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,MATH,Secondary majors,Financial Analysis and Risk Management,Canadian Permanent Resident,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,MATH,Secondary majors,Statistics,International,5
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,MATH,Secondary majors,Statistics,Canadian Permanent Resident,5
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,MATH,Secondary majors,Statistics,Canadian,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,NA,Secondary majors,Actuarial Science,International,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,NA,Secondary majors,Actuarial Science,Canadian Permanent Resident,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,NA,Secondary majors,Actuarial Science,Canadian,14
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,NA,Secondary majors,Mathematical Optimization,Canadian Permanent Resident,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,NA,Secondary majors,Mathematics,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,NA,Secondary majors,Psychology,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,NA,Secondary majors,Science,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,NA,Secondary majors,Statistics,International,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,NA,Secondary majors,Statistics,Canadian Permanent Resident,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,NA,Secondary majors,Statistics,Canadian,10
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,REN,First majors,Social Work,Canadian Permanent Resident,5
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,REN,First majors,Social Work,Canadian,55
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,SCI,First majors,Biochemistry,Canadian,5
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,SCI,First majors,Biology,International,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,SCI,First majors,Biology,Canadian Permanent Resident,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,SCI,First majors,Biology,Canadian,10
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,SCI,First majors,Biomedical Sciences,Canadian Permanent Resident,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,SCI,First majors,Biomedical Sciences,Canadian,12
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,SCI,First majors,Chemical Physics,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,SCI,First majors,Chemistry,International,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,SCI,First majors,Earth Sciences,International,6
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,SCI,First majors,Environmental Science,International,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,SCI,First majors,Mathematical Physics,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,SCI,First majors,Physics,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,SCI,First majors,Psychology,Canadian,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,SCI,First majors,Science,No Visa Data,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,SCI,First majors,Science,International,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,SCI,First majors,Science,Canadian Permanent Resident,5
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,SCI,First majors,Science,Canadian,41
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2011,SCI,First majors,Science and Business,Canadian,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,AHS,First majors,Health Studies,Canadian,8
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,AHS,First majors,Kinesiology,Canadian,11
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,AHS,First majors,Recreation and Business,Canadian,3
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,AHS,First majors,Recreation and Leisure Studies,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,AHS,First majors,Recreation and Sport Business,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,AHS,First majors,Therapeutic Recreation,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,AHS,First majors,Tourism and Parks Management,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,Economics,International,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,Economics,Canadian Permanent Resident,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,Economics,Canadian,15
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,English Language and Literature,Canadian,12
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,Fine Arts,Canadian,3
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,French,Canadian Permanent Resident,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,French,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,Gender & Social Justice,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,Geography and Environmental Management,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,German,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,History,Canadian Permanent Resident,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,History,Canadian,8
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,Legal Studies,Canadian,5
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,Mathematical Economics,International,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,Mathematical Economics,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,Music,Canadian,3
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,Peace and Conflict Studies,Canadian,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,Philosophy,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,Political Science,Canadian,7
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,Psychology,Canadian Permanent Resident,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,Psychology,Canadian,32
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,Religious Studies,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,Social Development Studies,Canadian,14
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,Sociology,Canadian,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,First majors,Speech Communication,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,Secondary majors,Arts and Business,Canadian Permanent Resident,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,Secondary majors,Arts and Business,Canadian,12
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,Secondary majors,Drama,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,Secondary majors,English Language and Literature,Canadian,3
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,Secondary majors,French,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,Secondary majors,German,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,Secondary majors,History,Canadian Permanent Resident,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,Secondary majors,History,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,Secondary majors,Peace and Conflict Studies,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,Secondary majors,Political Science,Canadian Permanent Resident,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,Secondary majors,Psychology,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ARTS,Secondary majors,Speech Communication,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ENV,First majors,Environment and Resource Studies,Canadian,8
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ENV,First majors,Geography,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ENV,First majors,Geography and Aviation,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ENV,First majors,Geography and Environmental Management,International,3
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ENV,First majors,Geography and Environmental Management,Canadian,13
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ENV,First majors,Geomatics,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ENV,First majors,Knowledge Integration,No Visa Data,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ENV,First majors,Knowledge Integration,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ENV,First majors,Planning,International,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ENV,First majors,Planning,Canadian,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,ENV,Secondary majors,Geography and Environmental Management,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Actuarial Science,International,16
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Actuarial Science,Canadian Permanent Resident,8
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Actuarial Science,Canadian,7
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Applied Mathematics,International,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Applied Mathematics,Canadian Permanent Resident,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Applied Mathematics,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Business Administration and Computer Science,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Business Administration and Mathematics,International,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Business Administration and Mathematics,Canadian Permanent Resident,9
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Business Administration and Mathematics,Canadian,28
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Combinatorics and Optimization,International,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Combinatorics and Optimization,Canadian Permanent Resident,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Computer Science,International,9
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Computer Science,Canadian Permanent Resident,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Computer Science,Canadian,10
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Financial Analysis and Risk Management,International,7
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Financial Analysis and Risk Management,Canadian Permanent Resident,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Financial Analysis and Risk Management,Canadian,3
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Information Technology Management,Canadian Permanent Resident,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Information Technology Management,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Mathematical Studies,International,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Mathematical Studies,Canadian Permanent Resident,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Mathematical Studies,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Mathematics/Business Administration,International,3
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Mathematics/Business Administration,Canadian Permanent Resident,3
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Mathematics/Business Administration,Canadian,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Pure Mathematics,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Statistics,International,11
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Statistics,Canadian Permanent Resident,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,First majors,Statistics,Canadian,3
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,Secondary majors,Actuarial Science,International,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,Secondary majors,Actuarial Science,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,Secondary majors,Pure Mathematics,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,Secondary majors,Statistics,International,9
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,Secondary majors,Statistics,Canadian Permanent Resident,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,MATH,Secondary majors,Statistics,Canadian,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,NA,Secondary majors,Actuarial Science,International,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,NA,Secondary majors,Actuarial Science,Canadian,16
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,NA,Secondary majors,Combinatorics and Optimization,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,NA,Secondary majors,Earth Sciences,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,NA,Secondary majors,German,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,NA,Secondary majors,Mathematics,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,NA,Secondary majors,Philosophy,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,NA,Secondary majors,Psychology,International,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,NA,Secondary majors,Psychology,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,NA,Secondary majors,Social Development Studies,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,NA,Secondary majors,Statistics,International,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,NA,Secondary majors,Statistics,Canadian Permanent Resident,6
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,NA,Secondary majors,Statistics,Canadian,19
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,REN,First majors,Social Work,Canadian Permanent Resident,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,REN,First majors,Social Work,Canadian,57
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,SCI,First majors,Biochemistry,Canadian,3
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,SCI,First majors,Biology,Canadian Permanent Resident,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,SCI,First majors,Biology,Canadian,7
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,SCI,First majors,Biomedical Sciences,Canadian Permanent Resident,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,SCI,First majors,Biomedical Sciences,Canadian,12
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,SCI,First majors,Chemistry,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,SCI,First majors,Earth Sciences,International,6
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,SCI,First majors,Earth Sciences,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,SCI,First majors,Environmental Science,International,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,SCI,First majors,Environmental Science,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,SCI,First majors,Geochemistry,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,SCI,First majors,Optometry,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,SCI,First majors,Physics,International,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,SCI,First majors,Psychology,International,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,SCI,First majors,Science,No Visa Data,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,SCI,First majors,Science,International,3
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,SCI,First majors,Science,Canadian Permanent Resident,5
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2012,SCI,First majors,Science,Canadian,47
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,AHS,First majors,Health Studies,Canadian,3
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,AHS,First majors,Kinesiology,Canadian Permanent Resident,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,AHS,First majors,Kinesiology,Canadian,13
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,AHS,First majors,Recreation and Business,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,AHS,First majors,Recreation and Leisure Studies,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,AHS,First majors,Therapeutic Recreation,Canadian,8
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,AHS,First majors,Tourism and Parks Management,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Accounting and Financial Management,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Anthropology,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Drama,Canadian,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Economics,International,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Economics,Canadian Permanent Resident,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Economics,Canadian,13
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,English Language and Literature,Canadian Permanent Resident,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,English Language and Literature,Canadian,12
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Fine Arts,Canadian,3
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,French,Canadian Permanent Resident,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,French,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Gender & Social Justice,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Geography and Environmental Management,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,German,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,History,International,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,History,Canadian,3
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Legal Studies,No Visa Data,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Legal Studies,Canadian,15
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Mathematical Economics,International,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Mathematical Economics,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Music,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Peace and Conflict Studies,Canadian,3
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Philosophy,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Political Science,Canadian,8
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Psychology,No Visa Data,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Psychology,International,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Psychology,Canadian,15
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,"Sexuality, Marriage and Family",Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Social Development Studies,Canadian,8
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Sociology,Canadian Permanent Resident,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Sociology,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,First majors,Speech Communication,Canadian,7
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,Secondary majors,Arts and Business,Canadian Permanent Resident,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,Secondary majors,Arts and Business,Canadian,12
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,Secondary majors,Drama,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,Secondary majors,Economics,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,Secondary majors,English Language and Literature,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,Secondary majors,History,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,Secondary majors,Legal Studies,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,Secondary majors,Philosophy,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ARTS,Secondary majors,Political Science,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ENV,First majors,Environment and Business,International,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ENV,First majors,Environment and Business,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ENV,First majors,Environment and Resource Studies,Canadian Permanent Resident,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ENV,First majors,Environment and Resource Studies,Canadian,12
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ENV,First majors,Geography and Environmental Management,International,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ENV,First majors,Geography and Environmental Management,Canadian Permanent Resident,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ENV,First majors,Geography and Environmental Management,Canadian,16
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ENV,First majors,Geomatics,International,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ENV,First majors,International Development,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ENV,First majors,Knowledge Integration,Canadian,3
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,ENV,First majors,Planning,Canadian,10
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,MATH,First majors,Actuarial Science,International,26
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,MATH,First majors,Actuarial Science,Canadian Permanent Resident,13
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,MATH,First majors,Actuarial Science,Canadian,2
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,MATH,First majors,Applied Mathematics,International,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,MATH,First majors,Applied Mathematics,Canadian,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,MATH,First majors,Business Administration and Mathematics,International,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,MATH,First majors,Business Administration and Mathematics,Canadian Permanent Resident,3
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,MATH,First majors,Business Administration and Mathematics,Canadian,19
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,MATH,First majors,Combinatorics and Optimization,Canadian,4
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,MATH,First majors,Computational Mathematics,International,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,MATH,First majors,Computational Mathematics,Canadian,1
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,MATH,First majors,Computer Science,International,6
Regular,Undergraduate,Fall,Honours Undergraduate,Degree,2013,MATH,First majors,Computer Science,Canadian Permanent Resident,12
